Cabildo,Ciudad de Buenos Aires,-34.6086,-58.3736
Agronomia,CABA,-34.6,-58.4833
Retiro,CABA,-34.59,-58.38
Flores,CABA,-34.6333,-58.4667
Chacarita,CABA,-34.5833,-58.45
Olivos,Vicente Lopez,-34.5264,-58.4839
Villa Urquiza,CABA,-34.5721,-58.4872
